15,252,316,269
15,145,83,162
120,84,218,108
120,108,279,124
15,127,45,141
15,235,309,253
120,72,188,87
15,217,90,237
120,145,279,161
113,214,271,234
98,197,339,211
369,51,399,72
399,237,430,254
120,51,309,70
249,29,422,48
369,9,422,27
7,89,45,104
7,2,264,28
362,125,422,149
7,23,120,46
7,109,75,125
90,181,211,197
7,162,211,179
